time_seconds,flow_node2,flow_node3,flow_node4,flow_node5,flow_node6,flow_node7,flow_node8,flow_node9,pressure_node2,pressure_node3,pressure_node4,pressure_node5,pressure_node6,pressure_node7,pressure_node8,pressure_node9,volume_node2,volume_node3,volume_node4,volume_node5,volume_node6,volume_node7,volume_node8,volume_node9,x_node2,x_node3,x_node4,x_node5,x_node6,x_node7,x_node8,x_node9,y_node2,y_node3,y_node4,y_node5,y_node6,y_node7,y_node8,y_node9,z_node2,z_node3,z_node4,z_node5,z_node6,z_node7,z_node8,z_node9,leak_node10,leak_node11,leak_node12,leak_node13,leak_node14,leak_x,leak_y,leak_z,weekday_flag,leak_status,is_leak,day_id
32400,11.727,1.6731,3.2654,1.3068,1.4814,7.7267,2.7882,4.9385,54.829,54.826,54.826,54.826,54.826,54.827,54.826,54.826,117.27,16.731,32.654,13.068,14.814,77.267,27.882,49.385,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
33000,11.727,1.6731,3.2654,1.3068,1.4814,7.7267,2.7882,4.9385,54.829,54.826,54.826,54.826,54.826,54.827,54.826,54.826,117.27,16.731,32.654,13.068,14.814,77.267,27.882,49.385,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
33600,11.727,1.6731,3.2654,1.3068,1.4814,7.7267,2.7882,4.9385,54.829,54.826,54.826,54.826,54.826,54.827,54.826,54.826,117.27,16.731,32.654,13.068,14.814,77.267,27.882,49.385,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
34200,11.727,1.6731,3.2654,1.3068,1.4814,7.7267,2.7882,4.9385,54.829,54.826,54.826,54.826,54.826,54.827,54.826,54.826,117.27,16.731,32.654,13.068,14.814,77.267,27.882,49.385,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
34800,11.727,1.6731,3.2654,1.3068,1.4814,7.7267,2.7882,4.9385,54.829,54.826,54.826,54.826,54.826,54.827,54.826,54.826,117.27,16.731,32.654,13.068,14.814,77.267,27.882,49.385,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
35400,11.727,1.6731,3.2654,1.3068,1.4814,7.7267,2.7882,4.9385,54.829,54.826,54.826,54.826,54.826,54.827,54.826,54.826,117.27,16.731,32.654,13.068,14.814,77.267,27.882,49.385,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
36000,13.764,2.3532,2.6674,1.6247,3.1186,9.7639,4.7432,5.0206,54.827,54.823,54.823,54.823,54.823,54.824,54.823,54.823,137.64,23.532,26.674,16.247,31.186,97.639,47.432,50.206,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
36600,13.764,2.3532,2.6674,1.6247,3.1186,9.7639,4.7432,5.0206,54.827,54.823,54.823,54.823,54.823,54.824,54.823,54.823,137.64,23.532,26.674,16.247,31.186,97.639,47.432,50.206,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
37200,13.764,2.3532,2.6674,1.6247,3.1186,9.7639,4.7432,5.0206,54.827,54.823,54.823,54.823,54.823,54.824,54.823,54.823,137.64,23.532,26.674,16.247,31.186,97.639,47.432,50.206,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
37800,13.764,2.3532,2.6674,1.6247,3.1186,9.7639,4.7432,5.0206,54.827,54.823,54.823,54.823,54.823,54.824,54.823,54.823,137.64,23.532,26.674,16.247,31.186,97.639,47.432,50.206,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
38400,13.764,2.3532,2.6674,1.6247,3.1186,9.7639,4.7432,5.0206,54.827,54.823,54.823,54.823,54.823,54.824,54.823,54.823,137.64,23.532,26.674,16.247,31.186,97.639,47.432,50.206,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
39000,13.764,2.3532,2.6674,1.6247,3.1186,9.7639,4.7432,5.0206,54.827,54.823,54.823,54.823,54.823,54.824,54.823,54.823,137.64,23.532,26.674,16.247,31.186,97.639,47.432,50.206,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
39600,14.85,2.7,2.2,1.95,4.0,10.85,5.95,4.9,54.17,54.165,54.165,54.165,54.165,54.166,54.165,54.166,148.5,27.0,22.0,19.5,40.0,108.5,59.5,49.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
40200,14.85,2.7,2.2,1.95,4.0,10.85,5.95,4.9,54.17,54.165,54.165,54.165,54.165,54.166,54.165,54.166,148.5,27.0,22.0,19.5,40.0,108.5,59.5,49.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
40800,14.85,2.7,2.2,1.95,4.0,10.85,5.95,4.9,54.17,54.165,54.165,54.165,54.165,54.166,54.165,54.166,148.5,27.0,22.0,19.5,40.0,108.5,59.5,49.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
41400,14.85,2.7,2.2,1.95,4.0,10.85,5.95,4.9,54.17,54.165,54.165,54.165,54.165,54.166,54.165,54.166,148.5,27.0,22.0,19.5,40.0,108.5,59.5,49.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
42000,14.85,2.7,2.2,1.95,4.0,10.85,5.95,4.9,54.17,54.165,54.165,54.165,54.165,54.166,54.165,54.166,148.5,27.0,22.0,19.5,40.0,108.5,59.5,49.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
42600,14.85,2.7,2.2,1.95,4.0,10.85,5.95,4.9,54.17,54.165,54.165,54.165,54.165,54.166,54.165,54.166,148.5,27.0,22.0,19.5,40.0,108.5,59.5,49.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
43200,14.559,2.606,1.8456,2.3664,3.7408,10.559,6.1072,4.4516,53.049,53.045,53.045,53.044,53.044,53.045,53.045,53.045,145.59,26.06,18.456,23.664,37.408,105.59,61.072,44.516,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
43800,14.559,2.606,1.8456,2.3664,3.7408,10.559,6.1072,4.4516,53.049,53.045,53.045,53.044,53.044,53.045,53.045,53.045,145.59,26.06,18.456,23.664,37.408,105.59,61.072,44.516,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
44400,14.559,2.606,1.8456,2.3664,3.7408,10.559,6.1072,4.4516,53.049,53.045,53.045,53.044,53.044,53.045,53.045,53.045,145.59,26.06,18.456,23.664,37.408,105.59,61.072,44.516,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
45000,14.559,2.606,1.8456,2.3664,3.7408,10.559,6.1072,4.4516,53.049,53.045,53.045,53.044,53.044,53.045,53.045,53.045,145.59,26.06,18.456,23.664,37.408,105.59,61.072,44.516,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
45600,14.559,2.606,1.8456,2.3664,3.7408,10.559,6.1072,4.4516,53.049,53.045,53.045,53.044,53.044,53.045,53.045,53.045,145.59,26.06,18.456,23.664,37.408,105.59,61.072,44.516,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
46200,14.559,2.606,1.8456,2.3664,3.7408,10.559,6.1072,4.4516,53.049,53.045,53.045,53.044,53.044,53.045,53.045,53.045,145.59,26.06,18.456,23.664,37.408,105.59,61.072,44.516,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
46800,14.005,2.4118,1.5338,2.7999,3.2592,10.005,6.0591,3.9457,48.646,48.642,48.642,48.641,48.641,48.642,48.641,48.642,140.05,24.118,15.338,27.999,32.592,100.05,60.591,39.457,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
47400,14.005,2.4118,1.5338,2.7999,3.2592,10.005,6.0591,3.9457,48.646,48.642,48.642,48.641,48.641,48.642,48.641,48.642,140.05,24.118,15.338,27.999,32.592,100.05,60.591,39.457,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
48000,14.005,2.4118,1.5338,2.7999,3.2592,10.005,6.0591,3.9457,48.646,48.642,48.642,48.641,48.641,48.642,48.641,48.642,140.05,24.118,15.338,27.999,32.592,100.05,60.591,39.457,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
48600,14.005,2.4118,1.5338,2.7999,3.2592,10.005,6.0591,3.9457,48.646,48.642,48.642,48.641,48.641,48.642,48.641,48.642,140.05,24.118,15.338,27.999,32.592,100.05,60.591,39.457,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
49200,14.005,2.4118,1.5338,2.7999,3.2592,10.005,6.0591,3.9457,48.646,48.642,48.642,48.641,48.641,48.642,48.641,48.642,140.05,24.118,15.338,27.999,32.592,100.05,60.591,39.457,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
49800,14.005,2.4118,1.5338,2.7999,3.2592,10.005,6.0591,3.9457,48.646,48.642,48.642,48.641,48.641,48.642,48.641,48.642,140.05,24.118,15.338,27.999,32.592,100.05,60.591,39.457,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
50400,13.65,2.25,1.4,3.0,3.0,9.65,6.0,3.65,41.355,41.352,41.352,41.351,41.351,41.352,41.352,41.352,136.5,22.5,14.0,30.0,30.0,96.5,60.0,36.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
51000,13.65,2.25,1.4,3.0,3.0,9.65,6.0,3.65,41.355,41.352,41.352,41.351,41.351,41.352,41.352,41.352,136.5,22.5,14.0,30.0,30.0,96.5,60.0,36.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
51600,13.65,2.25,1.4,3.0,3.0,9.65,6.0,3.65,41.355,41.352,41.352,41.351,41.351,41.352,41.352,41.352,136.5,22.5,14.0,30.0,30.0,96.5,60.0,36.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
52200,13.65,2.25,1.4,3.0,3.0,9.65,6.0,3.65,41.355,41.352,41.352,41.351,41.351,41.352,41.352,41.352,136.5,22.5,14.0,30.0,30.0,96.5,60.0,36.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
52800,13.65,2.25,1.4,3.0,3.0,9.65,6.0,3.65,41.355,41.352,41.352,41.351,41.351,41.352,41.352,41.352,136.5,22.5,14.0,30.0,30.0,96.5,60.0,36.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
53400,13.65,2.25,1.4,3.0,3.0,9.65,6.0,3.65,41.355,41.352,41.352,41.351,41.351,41.352,41.352,41.352,136.5,22.5,14.0,30.0,30.0,96.5,60.0,36.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
54000,13.743,2.1712,1.5656,2.6313,3.375,9.7431,6.0063,3.7369,37.367,37.364,37.364,37.363,37.363,37.364,37.364,37.364,137.43,21.712,15.656,26.313,33.75,97.431,60.063,37.369,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
54600,13.743,2.1712,1.5656,2.6313,3.375,9.7431,6.0063,3.7369,37.367,37.364,37.364,37.363,37.363,37.364,37.364,37.364,137.43,21.712,15.656,26.313,33.75,97.431,60.063,37.369,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
55200,13.743,2.1712,1.5656,2.6313,3.375,9.7431,6.0063,3.7369,37.367,37.364,37.364,37.363,37.363,37.364,37.364,37.364,137.43,21.712,15.656,26.313,33.75,97.431,60.063,37.369,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
55800,13.743,2.1712,1.5656,2.6313,3.375,9.7431,6.0063,3.7369,37.367,37.364,37.364,37.363,37.363,37.364,37.364,37.364,137.43,21.712,15.656,26.313,33.75,97.431,60.063,37.369,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
56400,13.743,2.1712,1.5656,2.6313,3.375,9.7431,6.0063,3.7369,37.367,37.364,37.364,37.363,37.363,37.364,37.364,37.364,137.43,21.712,15.656,26.313,33.75,97.431,60.063,37.369,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
57000,13.743,2.1712,1.5656,2.6313,3.375,9.7431,6.0063,3.7369,37.367,37.364,37.364,37.363,37.363,37.364,37.364,37.364,137.43,21.712,15.656,26.313,33.75,97.431,60.063,37.369,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
57600,14.221,2.1167,1.975,1.9293,4.2,10.221,6.1293,4.0917,44.323,44.319,44.319,44.319,44.319,44.32,44.319,44.319,142.21,21.167,19.75,19.293,42.0,102.21,61.293,40.917,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
58200,14.221,2.1167,1.975,1.9293,4.2,10.221,6.1293,4.0917,44.323,44.319,44.319,44.319,44.319,44.32,44.319,44.319,142.21,21.167,19.75,19.293,42.0,102.21,61.293,40.917,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
58800,14.221,2.1167,1.975,1.9293,4.2,10.221,6.1293,4.0917,44.323,44.319,44.319,44.319,44.319,44.32,44.319,44.319,142.21,21.167,19.75,19.293,42.0,102.21,61.293,40.917,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
59400,14.221,2.1167,1.975,1.9293,4.2,10.221,6.1293,4.0917,44.323,44.319,44.319,44.319,44.319,44.32,44.319,44.319,142.21,21.167,19.75,19.293,42.0,102.21,61.293,40.917,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
60000,14.221,2.1167,1.975,1.9293,4.2,10.221,6.1293,4.0917,44.323,44.319,44.319,44.319,44.319,44.32,44.319,44.319,142.21,21.167,19.75,19.293,42.0,102.21,61.293,40.917,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
60600,14.221,2.1167,1.975,1.9293,4.2,10.221,6.1293,4.0917,44.323,44.319,44.319,44.319,44.319,44.32,44.319,44.319,142.21,21.167,19.75,19.293,42.0,102.21,61.293,40.917,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
61200,15.076,2.0538,2.4968,1.5,5.025,11.076,6.525,4.5506,55.197,55.192,55.192,55.191,55.191,55.192,55.192,55.192,150.76,20.538,24.968,15.0,50.25,110.76,65.25,45.506,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
61800,15.076,2.0538,2.4968,1.5,5.025,11.076,6.525,4.5506,55.197,55.192,55.192,55.191,55.191,55.192,55.192,55.192,150.76,20.538,24.968,15.0,50.25,110.76,65.25,45.506,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
62400,15.076,2.0538,2.4968,1.5,5.025,11.076,6.525,4.5506,55.197,55.192,55.192,55.191,55.191,55.192,55.192,55.192,150.76,20.538,24.968,15.0,50.25,110.76,65.25,45.506,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
63000,15.076,2.0538,2.4968,1.5,5.025,11.076,6.525,4.5506,55.197,55.192,55.192,55.191,55.191,55.192,55.192,55.192,150.76,20.538,24.968,15.0,50.25,110.76,65.25,45.506,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
63600,15.076,2.0538,2.4968,1.5,5.025,11.076,6.525,4.5506,55.197,55.192,55.192,55.191,55.191,55.192,55.192,55.192,150.76,20.538,24.968,15.0,50.25,110.76,65.25,45.506,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
64200,15.076,2.0538,2.4968,1.5,5.025,11.076,6.525,4.5506,55.197,55.192,55.192,55.191,55.191,55.192,55.192,55.192,150.76,20.538,24.968,15.0,50.25,110.76,65.25,45.506,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
64800,15.79,1.95,3.0,1.4397,5.4,11.79,6.8397,4.95,60.492,60.486,60.486,60.486,60.485,60.487,60.486,60.487,157.9,19.5,30.0,14.397,54.0,117.9,68.397,49.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
65400,15.79,1.95,3.0,1.4397,5.4,11.79,6.8397,4.95,60.492,60.486,60.486,60.486,60.485,60.487,60.486,60.487,157.9,19.5,30.0,14.397,54.0,117.9,68.397,49.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
66000,15.79,1.95,3.0,1.4397,5.4,11.79,6.8397,4.95,60.492,60.486,60.486,60.486,60.485,60.487,60.486,60.487,157.9,19.5,30.0,14.397,54.0,117.9,68.397,49.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
66600,15.79,1.95,3.0,1.4397,5.4,11.79,6.8397,4.95,60.492,60.486,60.486,60.486,60.485,60.487,60.486,60.487,157.9,19.5,30.0,14.397,54.0,117.9,68.397,49.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
67200,15.79,1.95,3.0,1.4397,5.4,11.79,6.8397,4.95,60.492,60.486,60.486,60.486,60.485,60.487,60.486,60.487,157.9,19.5,30.0,14.397,54.0,117.9,68.397,49.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
67800,15.79,1.95,3.0,1.4397,5.4,11.79,6.8397,4.95,60.492,60.486,60.486,60.486,60.485,60.487,60.486,60.487,157.9,19.5,30.0,14.397,54.0,117.9,68.397,49.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
68400,14.168,1.5824,3.6124,1.4068,3.5662,10.168,4.9731,5.1947,48.627,48.622,48.622,48.622,48.622,48.623,48.622,48.622,141.68,15.824,36.124,14.068,35.662,101.68,49.731,51.947,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
69000,14.168,1.5824,3.6124,1.4068,3.5662,10.168,4.9731,5.1947,48.627,48.622,48.622,48.622,48.622,48.623,48.622,48.622,141.68,15.824,36.124,14.068,35.662,101.68,49.731,51.947,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
69600,14.168,1.5824,3.6124,1.4068,3.5662,10.168,4.9731,5.1947,48.627,48.622,48.622,48.622,48.622,48.623,48.622,48.622,141.68,15.824,36.124,14.068,35.662,101.68,49.731,51.947,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
70200,14.168,1.5824,3.6124,1.4068,3.5662,10.168,4.9731,5.1947,48.627,48.622,48.622,48.622,48.622,48.623,48.622,48.622,141.68,15.824,36.124,14.068,35.662,101.68,49.731,51.947,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
70800,14.168,1.5824,3.6124,1.4068,3.5662,10.168,4.9731,5.1947,48.627,48.622,48.622,48.622,48.622,48.623,48.622,48.622,141.68,15.824,36.124,14.068,35.662,101.68,49.731,51.947,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
71400,14.168,1.5824,3.6124,1.4068,3.5662,10.168,4.9731,5.1947,48.627,48.622,48.622,48.622,48.622,48.623,48.622,48.622,141.68,15.824,36.124,14.068,35.662,101.68,49.731,51.947,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
72000,12.15,1.2,4.0,1.35,1.6,8.15,2.95,5.2,32.188,32.185,32.184,32.185,32.185,32.185,32.185,32.185,121.5,12.0,40.0,13.5,16.0,81.5,29.5,52.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
72600,12.15,1.2,4.0,1.35,1.6,8.15,2.95,5.2,32.188,32.185,32.184,32.185,32.185,32.185,32.185,32.185,121.5,12.0,40.0,13.5,16.0,81.5,29.5,52.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
73200,12.15,1.2,4.0,1.35,1.6,8.15,2.95,5.2,32.188,32.185,32.184,32.185,32.185,32.185,32.185,32.185,121.5,12.0,40.0,13.5,16.0,81.5,29.5,52.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
73800,12.15,1.2,4.0,1.35,1.6,8.15,2.95,5.2,32.188,32.185,32.184,32.185,32.185,32.185,32.185,32.185,121.5,12.0,40.0,13.5,16.0,81.5,29.5,52.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
74400,12.15,1.2,4.0,1.35,1.6,8.15,2.95,5.2,32.188,32.185,32.184,32.185,32.185,32.185,32.185,32.185,121.5,12.0,40.0,13.5,16.0,81.5,29.5,52.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
75000,12.15,1.2,4.0,1.35,1.6,8.15,2.95,5.2,32.188,32.185,32.184,32.185,32.185,32.185,32.185,32.185,121.5,12.0,40.0,13.5,16.0,81.5,29.5,52.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
75600,11.161,1.0493,3.56,1.173,1.3788,7.1611,2.5518,4.6093,35.199,35.197,35.196,35.197,35.197,35.197,35.197,35.197,111.61,10.493,35.6,11.73,13.788,71.611,25.518,46.093,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
76200,11.161,1.0493,3.56,1.173,1.3788,7.1611,2.5518,4.6093,35.199,35.197,35.196,35.197,35.197,35.197,35.197,35.197,111.61,10.493,35.6,11.73,13.788,71.611,25.518,46.093,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
76800,11.161,1.0493,3.56,1.173,1.3788,7.1611,2.5518,4.6093,35.199,35.197,35.196,35.197,35.197,35.197,35.197,35.197,111.61,10.493,35.6,11.73,13.788,71.611,25.518,46.093,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1,10,1,labelled_data_12
